rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat,normalized_discipline,track_field,mark_numeric,venue_country,age_at_event,season
130,7:30.15,,Vincent Kiprop CHEPKOK,1988-07-05,KEN,5,"Suhaim bin Hamad Stadium, Doha (QAT)",2011-05-06,1238.0,3000-metres,middlelong,male,senior,3000-metres,track,450.15,QAT,22.0,2011
132,7:30.16,,Galen RUPP,1986-05-08,USA,1,"Globe Arena, Stockholm (SWE) (i)",2013-02-21,1264.0,3000-metres,middlelong,male,senior,3000-metres,track,450.16,SWE,26.0,2013
133,7:30.18,,Jimmy GRESSIER,1997-05-04,FRA,3,"Armory Track&Field Center, New York, NY (USA) (i)",2025-02-08,1264.0,3000-metres,middlelong,male,senior,3000-metres,track,450.18,USA,27.0,2025
134,7:30.23,,Hicham EL GUERROUJ,1974-09-14,MAR,1,Torino (ITA),2003-06-06,1238.0,3000-metres,middlelong,male,senior,3000-metres,track,450.23,ITA,28.0,2003
134,7:30.23,,Paul BITOK,1970-06-26,KEN,1,"Stade Louis II, Monaco (MON)",1997-08-16,1238.0,3000-metres,middlelong,male,senior,3000-metres,track,450.23,MON,27.0,1997
134,7:30.23,,Parker WOLFE,2003-07-27,USA,2f1,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",2024-12-07,1264.0,3000-metres,middlelong,male,senior,3000-metres,track,450.23,USA,21.0,2024
137,7:30.26,,Tom NYARIKI,1971-09-27,KEN,5,"Stade Louis II, Monaco (MON)",1998-08-08,1237.0,3000-metres,middlelong,male,senior,3000-metres,track,450.26,MON,26.0,1998
138,7:30.36,,Hagos GEBRHIWET,1994-05-11,ETH,1,"Suhaim bin Hamad Stadium, Doha (QAT)",2013-05-10,1237.0,3000-metres,middlelong,male,senior,3000-metres,track,450.36,QAT,19.0,2013
138,7:30.36,,Mark CARROLL,1972-01-15,IRL,5,"Stade Louis II, Monaco (MON)",1999-08-04,1237.0,3000-metres,middlelong,male,senior,3000-metres,track,450.36,MON,27.0,1999
6,7:30.36,,Hagos GEBRHIWET,1994-05-11,ETH,1,"Suhaim bin Hamad Stadium, Doha (QAT)",2013-05-10,1237.0,3000-metres,middlelong,male,u20,3000-metres,track,450.36,QAT,19.0,2013
140,7:30.38,,Ky ROBINSON,2002-02-27,AUS,4,"Armory Track&Field Center, New York, NY (USA) (i)",2025-02-08,1263.0,3000-metres,middlelong,male,senior,3000-metres,track,450.38,USA,22.0,2025
141,7:30.42,,Augustine Kiprono CHOGE,1987-01-21,KEN,1,"Suhaim bin Hamad Stadium, Doha (QAT)",2012-05-11,1236.0,3000-metres,middlelong,male,senior,3000-metres,track,450.42,QAT,25.0,2012
7,7:30.43,,Isiah Kiplangat KOECH,1993-12-19,KEN,1,"Olympiastadion, Stockholm (SWE)",2012-08-17,1236.0,3000-metres,middlelong,male,u20,3000-metres,track,450.43,SWE,18.0,2012
142,7:30.43,,Isiah Kiplangat KOECH,1993-12-19,KEN,1,"Olympiastadion, Stockholm (SWE)",2012-08-17,1236.0,3000-metres,middlelong,male,senior,3000-metres,track,450.43,SWE,18.0,2012
143,7:30.45,,Hagos GEBRHIWET,1994-05-11,ETH,3,"Stade de France, Paris-St-Denis (FRA)",2016-08-27,1236.0,3000-metres,middlelong,male,senior,3000-metres,track,450.45,FRA,22.0,2016
143,7:30.45,,Dylan JACOBS,2000-06-15,USA,5,"Armory Track&Field Center, New York, NY (USA) (i)",2025-02-08,1262.0,3000-metres,middlelong,male,senior,3000-metres,track,450.45,USA,24.0,2025
145,7:30.46,,Salah HISSOU,1972-01-16,MAR,2,Oslo (NOR),1996-07-05,1236.0,3000-metres,middlelong,male,senior,3000-metres,track,450.46,NOR,24.0,1996
146,7:30.48,,Eliud KIPCHOGE,1984-11-05,KEN,3,Doha (QAT),2006-05-12,1236.0,3000-metres,middlelong,male,senior,3000-metres,track,450.48,QAT,21.0,2006
147,7:30.49,,Daniel KOMEN,1976-05-17,KEN,1,Oslo (NOR),1997-07-04,1236.0,3000-metres,middlelong,male,senior,3000-metres,track,450.49,NOR,21.0,1997
148,7:30.50,,Dieter BAUMANN,1965-02-09,GER,6,"Stade Louis II, Monaco (MON)",1998-08-08,1236.0,3000-metres,middlelong,male,senior,3000-metres,track,450.5,MON,33.0,1998
149,7:30.51,,Kenenisa BEKELE,1982-06-13,ETH,1,Stockholm (SWE) (i),2007-02-20,1262.0,3000-metres,middlelong,male,senior,3000-metres,track,450.51,SWE,24.0,2007
150,7:30.53,,Hailu MEKONNEN,1980-04-04,ETH,1,Bruxelles (BEL),2001-08-24,1236.0,3000-metres,middlelong,male,senior,3000-metres,track,450.53,BEL,21.0,2001
150,7:30.53,,El Hassan LAHSSINI,1975-01-01,MAR,6,Monaco (MON),1996-08-10,1236.0,3000-metres,middlelong,male,senior,3000-metres,track,450.53,MON,21.0,1996
152,7:30.54,,Lamecha GIRMA,2000-11-26,ETH,1,"Arena Stade Couvert, Liévin (FRA) (i)",2022-02-17,1262.0,3000-metres,middlelong,male,senior,3000-metres,track,450.54,FRA,21.0,2022
153,7:30.56,,Eliud KIPCHOGE,1984-11-05,KEN,2,"FBK Stadium, Hengelo (NED)",2005-05-29,1236.0,3000-metres,middlelong,male,senior,3000-metres,track,450.56,NED,20.0,2005
154,7:30.58,,Haile GEBRSELASSIE,1973-04-18,ETH,1,Nice (FRA),1999-07-17,1235.0,3000-metres,middlelong,male,senior,3000-metres,track,450.58,FRA,26.0,1999
155,7:30.62,,Cooper TEARE,1999-08-18,USA,6,"Armory Track&Field Center, New York, NY (USA) (i)",2025-02-08,1261.0,3000-metres,middlelong,male,senior,3000-metres,track,450.62,USA,25.0,2025
155,7:30.62,,Daniel KOMEN,1976-05-17,KEN,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",1999-07-02,1235.0,3000-metres,middlelong,male,senior,3000-metres,track,450.62,SUI,23.0,1999
155,7:30.62,,Boniface Kiprotich SONGOK,1980-12-25,KEN,3,"Boudewijnstadion, Bruxelles (BEL)",2004-09-03,1235.0,3000-metres,middlelong,male,senior,3000-metres,track,450.62,BEL,23.0,2004
158,7:30.66,,Selemon BAREGA,2000-01-20,ETH,2,"Arena Stade Couvert, Liévin (FRA) (i)",2022-02-17,1261.0,3000-metres,middlelong,male,senior,3000-metres,track,450.66,FRA,22.0,2022
8,7:30.67,,Kenenisa BEKELE,1982-06-13,ETH,2,Bruxelles (BEL),2001-08-24,1235.0,3000-metres,middlelong,male,u20,3000-metres,track,450.67,BEL,19.0,2001
159,7:30.67,,Kenenisa BEKELE,1982-06-13,ETH,2,Bruxelles (BEL),2001-08-24,1235.0,3000-metres,middlelong,male,senior,3000-metres,track,450.67,BEL,19.0,2001
160,7:30.72,,Haile GEBRSELASSIE,1973-04-18,ETH,1,Stuttgart (GER) (i),1996-02-04,1261.0,3000-metres,middlelong,male,senior,3000-metres,track,450.72,GER,22.0,1996
161,7:30.75,,Andrew COSCORAN,1996-06-18,IRL,1,"The Track at New Balance, Boston, MA (USA) (i)",2025-02-02,1260.0,3000-metres,middlelong,male,senior,3000-metres,track,450.75,USA,28.0,2025
162,7:30.76,,Ali SAIDI-SIEF,1978-03-15,ALG,1,"Olympiastadion, Berlin (GER)",2000-09-01,1234.0,3000-metres,middlelong,male,senior,3000-metres,track,450.76,GER,22.0,2000
162,7:30.76,,Jamal Bilal SALEM,1978-09-12,QAT,4,Doha (QAT),2005-05-13,1234.0,3000-metres,middlelong,male,senior,3000-metres,track,450.76,QAT,26.0,2005
164,7:30.77,,Kenenisa BEKELE,1982-06-13,ETH,1,"Schleyer Halle, Stuttgart (GER) (i)",2004-01-31,1260.0,3000-metres,middlelong,male,senior,3000-metres,track,450.77,GER,21.0,2004
165,7:30.78,,Mustapha ESSAÏD,1970-01-20,FRA,7,"Stade Louis II, Monaco (MON)",1998-08-08,1234.0,3000-metres,middlelong,male,senior,3000-metres,track,450.78,MON,28.0,1998
166,7:30.79,,Ali SAIDI-SIEF,1978-03-15,ALG,1,"Boudewijnstadion, Bruxelles (BEL)",2003-09-05,1234.0,3000-metres,middlelong,male,senior,3000-metres,track,450.79,BEL,25.0,2003
167,7:30.80,,Telahun Haile BEKELE,1999-05-13,ETH,4,"Olympic Stadium, London (GBR)",2024-07-20,1234.0,3000-metres,middlelong,male,senior,3000-metres,track,450.8,GBR,25.0,2024
168,7:30.82,,Moses KIPTANUI,1970-10-01,KEN,5,"Bislett Stadion, Oslo (NOR)",1998-07-09,1234.0,3000-metres,middlelong,male,senior,3000-metres,track,450.82,NOR,27.0,1998
168,7:30.82,,Adel MECHAAL,1990-12-05,ESP,1,"Ocean Breeze Athl. Complex, New York, NY (USA) (i)",2022-02-06,1260.0,3000-metres,middlelong,male,senior,3000-metres,track,450.82,USA,31.0,2022
170,7:30.84,,Bob KENNEDY,1970-08-18,USA,8,"Stade Louis II, Monaco (MON)",1998-08-08,1234.0,3000-metres,middlelong,male,senior,3000-metres,track,450.84,MON,27.0,1998
171,7:30.88,,Getnet WALE,2000-07-16,ETH,3,"Arena Stade Couvert, Liévin (FRA) (i)",2022-02-17,1260.0,3000-metres,middlelong,male,senior,3000-metres,track,450.88,FRA,21.0,2022
171,7:30.88,,Grant FISHER,1997-04-22,USA,,"Armory Track&Field Center, New York, NY (USA) (i)",2024-02-11,1260.0,3000-metres,middlelong,male,senior,3000-metres,track,450.88,USA,26.0,2024
173,7:30.91,,Eliud KIPCHOGE,1984-11-05,KEN,2,"Boudewijnstadion, Bruxelles (BEL)",2003-09-05,1233.0,3000-metres,middlelong,male,senior,3000-metres,track,450.91,BEL,18.0,2003
9,7:30.91,,Eliud KIPCHOGE,1984-11-05,KEN,2,"Boudewijnstadion, Bruxelles (BEL)",2003-09-05,1233.0,3000-metres,middlelong,male,u20,3000-metres,track,450.91,BEL,18.0,2003
174,7:30.93,,Ryan HILL,1990-01-31,USA,4,"Stade de France, Paris-St-Denis (FRA)",2016-08-27,1233.0,3000-metres,middlelong,male,senior,3000-metres,track,450.93,FRA,26.0,2016
175,7:30.94,,Tom NYARIKI,1971-09-27,KEN,2,"Stade Louis II, Monaco (MON)",1997-08-16,1233.0,3000-metres,middlelong,male,senior,3000-metres,track,450.94,MON,25.0,1997
176,7:30.95,,Moses Ndiema KIPSIRO,1986-09-02,UGA,1,"Stade Louis II, Monaco (MON)",2009-07-28,1233.0,3000-metres,middlelong,male,senior,3000-metres,track,450.95,MON,22.0,2009
177,7:30.96,,Muktar EDRIS,1994-01-14,ETH,1,"Bregyó Athletic Center, Székesfehérvár (HUN)",2021-07-06,1233.0,3000-metres,middlelong,male,senior,3000-metres,track,450.96,HUN,27.0,2021
178,7:30.97,,Telahun Haile BEKELE,1999-05-13,ETH,4,"Stadion Śląski, Chorzów (POL)",2024-08-25,1233.0,3000-metres,middlelong,male,senior,3000-metres,track,450.97,POL,25.0,2024
179,7:30.99,,Caleb Mwangangi NDIKU,1992-10-09,KEN,2,"Olympiastadion, Stockholm (SWE)",2012-08-17,1233.0,3000-metres,middlelong,male,senior,3000-metres,track,450.99,SWE,19.0,2012
179,7:30.99,,Khalid BOULAMI,1969-08-07,MAR,1,Nice (FRA),1997-07-16,1233.0,3000-metres,middlelong,male,senior,3000-metres,track,450.99,FRA,27.0,1997
181,7:31.00,,Paul BITOK,1970-06-26,KEN,3,Bruxelles (BEL),2001-08-24,1233.0,3000-metres,middlelong,male,senior,3000-metres,track,451.0,BEL,31.0,2001
182,7:31.09,,Lamecha GIRMA,2000-11-26,ETH,1,"Arena, Toruń (POL) (i)",2022-02-22,1258.0,3000-metres,middlelong,male,senior,3000-metres,track,451.09,POL,21.0,2022
182,7:31.09,,Tariku BEKELE,1987-02-28,ETH,1,"Schleyer Halle, Stuttgart (GER) (i)",2008-02-02,1258.0,3000-metres,middlelong,male,senior,3000-metres,track,451.09,GER,20.0,2008
184,7:31.13,,Julius GITAHI,1978-04-29,KEN,6,"Bislett Stadion, Oslo (NOR)",1998-07-09,1232.0,3000-metres,middlelong,male,senior,3000-metres,track,451.13,NOR,20.0,1998
185,7:31.14,,William KALYA,1974-08-04,KEN,3,"Stade Louis II, Monaco (MON)",1997-08-16,1232.0,3000-metres,middlelong,male,senior,3000-metres,track,451.14,MON,23.0,1997
185,7:31.14,,Stewart MCSWEYN,1995-06-01,AUS,8,"Hayward Field, Eugene, OR (USA)",2023-09-17,1232.0,3000-metres,middlelong,male,senior,3000-metres,track,451.14,USA,28.0,2023
187,7:31.19,,Nicholas KIPKORIR,1998-09-29,KEN,4,"Stade Louis II, Monaco (MON)",2022-08-10,1232.0,3000-metres,middlelong,male,senior,3000-metres,track,451.19,MON,23.0,2022
188,7:31.20,,Joseph Kitur KIPLIMO,1988-07-20,KEN,1,Rieti (ITA),2009-09-06,1231.0,3000-metres,middlelong,male,senior,3000-metres,track,451.2,ITA,21.0,2009
189,7:31.23,,Yenew ALAMIREW,1990-05-27,ETH,3,Karlsruhe (GER) (i),2012-02-12,1257.0,3000-metres,middlelong,male,senior,3000-metres,track,451.23,GER,21.0,2012
190,7:31.25,,Haile GEBRSELASSIE,1973-04-18,ETH,1,Liévin (FRA) (i),1999-02-21,1257.0,3000-metres,middlelong,male,senior,3000-metres,track,451.25,FRA,25.0,1999
191,7:31.26,,Cornelius KEMBOI,2000-02-29,KEN,3,"Olympiastadion, Stockholm (SWE)",2022-06-30,1231.0,3000-metres,middlelong,male,senior,3000-metres,track,451.26,SWE,22.0,2022
192,7:31.27,,Haile GEBRSELASSIE,1973-04-18,ETH,1,Karlsruhe (GER) (i),1997-02-14,1257.0,3000-metres,middlelong,male,senior,3000-metres,track,451.27,GER,23.0,1997
193,7:31.32,,Daniel KOMEN,1976-05-17,KEN,1,Lausanne (SUI),1996-07-03,1231.0,3000-metres,middlelong,male,senior,3000-metres,track,451.32,SUI,20.0,1996
194,7:31.33,,Boniface Kiprotich SONGOK,1980-12-25,KEN,3,Rieti (ITA),2006-08-27,1231.0,3000-metres,middlelong,male,senior,3000-metres,track,451.33,ITA,25.0,2006
194,7:31.33,,Nicholas KIPKORIR,1998-09-29,KEN,3,"Bislett Stadion, Oslo (NOR)",2021-07-01,1231.0,3000-metres,middlelong,male,senior,3000-metres,track,451.33,NOR,22.0,2021
196,7:31.35,,Jacob KROP,2001-06-04,KEN,3,"Arena Stade Couvert, Liévin (FRA) (i)",2023-02-15,1257.0,3000-metres,middlelong,male,senior,3000-metres,track,451.35,FRA,21.0,2023
197,7:31.38,,Selemon BAREGA,2000-01-20,ETH,1,"Arena Stade Couvert, Liévin (FRA) (i)",2024-02-10,1256.0,3000-metres,middlelong,male,senior,3000-metres,track,451.38,FRA,24.0,2024
198,7:31.39,,Getnet WALE,2000-07-16,ETH,3,"Arena Stade Couvert, Liévin (FRA) (i)",2025-02-13,1256.0,3000-metres,middlelong,male,senior,3000-metres,track,451.39,FRA,24.0,2025
198,7:31.39,,Selemon BAREGA,2000-01-20,ETH,2,"Arena, Toruń (POL) (i)",2022-02-22,1256.0,3000-metres,middlelong,male,senior,3000-metres,track,451.39,POL,22.0,2022
200,7:31.40,,Eliud KIPCHOGE,1984-11-05,KEN,2,"Suhaim bin Hamad Stadium, Doha (QAT)",2012-05-11,1230.0,3000-metres,middlelong,male,senior,3000-metres,track,451.4,QAT,27.0,2012
201,7:31.41,,Daniel Kipchirchir KOMEN,1984-11-27,KEN,6,"Suhaim bin Hamad Stadium, Doha (QAT)",2011-05-06,1230.0,3000-metres,middlelong,male,senior,3000-metres,track,451.41,QAT,26.0,2011
201,7:31.41,,Vincent Kiprop CHEPKOK,1988-07-05,KEN,2,"Olympiastadion, Berlin (GER)",2010-08-22,1230.0,3000-metres,middlelong,male,senior,3000-metres,track,451.41,GER,22.0,2010
201,7:31.41,,Sammy Alex MUTAHI,1989-06-01,KEN,2,Rieti (ITA),2009-09-06,1230.0,3000-metres,middlelong,male,senior,3000-metres,track,451.41,ITA,20.0,2009
204,7:31.42,,Andreas ALMGREN,1995-06-12,SWE,1f1,"Sollentunavallen, Sollentuna (SWE)",2025-08-10,1230.0,3000-metres,middlelong,male,senior,3000-metres,track,451.42,SWE,30.0,2025
205,7:31.47,,Daniel KOMEN,1976-05-17,KEN,2,"Stade de France, Paris-St-Denis (FRA)",2000-06-23,1230.0,3000-metres,middlelong,male,senior,3000-metres,track,451.47,FRA,24.0,2000
206,7:31.48,,Edwin Cheruiyot SOI,1986-03-03,KEN,3,Rieti (ITA),2009-09-06,1230.0,3000-metres,middlelong,male,senior,3000-metres,track,451.48,ITA,23.0,2009
207,7:31.49,,Tom NYARIKI,1971-09-27,KEN,2,Nice (FRA),1997-07-16,1230.0,3000-metres,middlelong,male,senior,3000-metres,track,451.49,FRA,25.0,1997
208,7:31.50,,Azeddine HABZ,1993-07-19,FRA,2,"The Track at New Balance, Boston, MA (USA) (i)",2025-02-02,1256.0,3000-metres,middlelong,male,senior,3000-metres,track,451.5,USA,31.0,2025
208,7:31.50,,Edwin Cheruiyot SOI,1986-03-03,KEN,3,Doha (QAT),2009-05-08,1230.0,3000-metres,middlelong,male,senior,3000-metres,track,451.5,QAT,23.0,2009
210,7:31.54,,Dominic Lokinyomo LOBALU,1998-08-16,SSD,5,"Stade Louis II, Monaco (MON)",2022-08-10,1229.0,3000-metres,middlelong,male,senior,3000-metres,track,451.54,MON,24.0,2022
211,7:31.57,,Paul CHELIMO,1990-10-27,USA,2,"Suhaim bin Hamad Stadium, Doha (QAT)",2017-05-05,1229.0,3000-metres,middlelong,male,senior,3000-metres,track,451.57,QAT,26.0,2017
211,7:31.57,,Ronald KWEMOI,1995-09-19,KEN,5,"Stadion Śląski, Chorzów (POL)",2024-08-25,1229.0,3000-metres,middlelong,male,senior,3000-metres,track,451.57,POL,28.0,2024
213,7:31.58,,John Kemboi KIBOWEN,1969-04-21,KEN,4,Bruxelles (BEL),2001-08-24,1229.0,3000-metres,middlelong,male,senior,3000-metres,track,451.58,BEL,32.0,2001
214,7:31.59,,Manuel PANCORBO,1966-07-07,ESP,7,"Bislett Stadion, Oslo (NOR)",1998-07-09,1229.0,3000-metres,middlelong,male,senior,3000-metres,track,451.59,NOR,32.0,1998
215,7:31.65,,Khalid BOULAMI,1969-08-07,MAR,2,Bruxelles (BEL),1996-08-23,1229.0,3000-metres,middlelong,male,senior,3000-metres,track,451.65,BEL,27.0,1996
216,7:31.66,,Caleb Mwangangi NDIKU,1992-10-09,KEN,1,"Mestský Stadion, Ostrava (CZE)",2014-06-17,1229.0,3000-metres,middlelong,male,senior,3000-metres,track,451.66,CZE,21.0,2014
216,7:31.66,,Caleb Mwangangi NDIKU,1992-10-09,KEN,2,"Globe Arena, Stockholm (SWE) (i)",2013-02-21,1255.0,3000-metres,middlelong,male,senior,3000-metres,track,451.66,SWE,20.0,2013
218,7:31.68,,Yusuf Kibet BIWOTT,1986-11-12,KEN,1,"Mestský Stadion, Ostrava (CZE)",2010-05-27,1228.0,3000-metres,middlelong,male,senior,3000-metres,track,451.68,CZE,23.0,2010
219,7:31.69,,Bob KENNEDY,1970-08-18,USA,3,Bruxelles (BEL),1996-08-23,1228.0,3000-metres,middlelong,male,senior,3000-metres,track,451.69,BEL,26.0,1996
220,7:31.70,,Haile GEBRSELASSIE,1973-04-18,ETH,1,Stockholm (SWE) (i),1998-02-19,1254.0,3000-metres,middlelong,male,senior,3000-metres,track,451.7,SWE,24.0,1998
221,7:31.75,,Augustine Kiprono CHOGE,1987-01-21,KEN,1,Stockholm (SWE) (i),2010-02-10,1254.0,3000-metres,middlelong,male,senior,3000-metres,track,451.75,SWE,23.0,2010
222,7:31.77,,Birhanu BALEW,1996-02-27,BRN,4,"Arena Stade Couvert, Liévin (FRA) (i)",2022-02-17,1254.0,3000-metres,middlelong,male,senior,3000-metres,track,451.77,FRA,25.0,2022
222,7:31.77,,Bob KENNEDY,1970-08-18,USA,2,Oslo (NOR),1997-07-04,1228.0,3000-metres,middlelong,male,senior,3000-metres,track,451.77,NOR,26.0,1997
224,7:31.78,,Manuel PANCORBO,1966-07-07,ESP,3,Oslo (NOR),1997-07-04,1228.0,3000-metres,middlelong,male,senior,3000-metres,track,451.78,NOR,31.0,1997
224,7:31.78,,Paul BITOK,1970-06-26,KEN,3,Nice (FRA),1997-07-16,1228.0,3000-metres,middlelong,male,senior,3000-metres,track,451.78,FRA,27.0,1997
224,7:31.78,,Kuma GIRMA,2005-11-24,ETH,1f1,"L'Anneau-Halle d'athlétisme de Metz, Metz (FRA) (i)",2025-02-08,1254.0,3000-metres,middlelong,male,senior,3000-metres,track,451.78,FRA,19.0,2025
224,7:31.78,,Tariku BEKELE,1987-02-28,ETH,2,Stockholm (SWE) (i),2010-02-10,1254.0,3000-metres,middlelong,male,senior,3000-metres,track,451.78,SWE,22.0,2010
228,7:31.81,,Abraham CHERKOS,1989-09-23,ETH,4,Rieti (ITA),2009-09-06,1228.0,3000-metres,middlelong,male,senior,3000-metres,track,451.81,ITA,19.0,2009
228,7:31.81,,Dieter BAUMANN,1965-02-09,GER,4,Oslo (NOR),1997-07-04,1228.0,3000-metres,middlelong,male,senior,3000-metres,track,451.81,NOR,32.0,1997
230,7:31.83,,Moses Ndiema KIPSIRO,1986-09-02,UGA,7,"Suhaim bin Hamad Stadium, Doha (QAT)",2011-05-06,1228.0,3000-metres,middlelong,male,senior,3000-metres,track,451.83,QAT,24.0,2011
230,7:31.83,,Edwin Cheruiyot SOI,1986-03-03,KEN,1,Rieti (ITA),2008-09-07,1228.0,3000-metres,middlelong,male,senior,3000-metres,track,451.83,ITA,22.0,2008
232,7:31.84,,Edwin Cheruiyot SOI,1986-03-03,KEN,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",2006-07-11,1227.0,3000-metres,middlelong,male,senior,3000-metres,track,451.84,SUI,20.0,2006
233,7:31.86,,Samuel TEFERA,1999-10-23,ETH,4,"Arena Stade Couvert, Liévin (FRA) (i)",2025-02-13,1253.0,3000-metres,middlelong,male,senior,3000-metres,track,451.86,FRA,25.0,2025
234,7:31.88,,Moses Ndiema KIPSIRO,1986-09-02,UGA,3,"Suhaim bin Hamad Stadium, Doha (QAT)",2012-05-11,1227.0,3000-metres,middlelong,male,senior,3000-metres,track,451.88,QAT,25.0,2012
235,7:31.90,,Jacob KROP,2001-06-04,KEN,3,"Arena, Toruń (POL) (i)",2022-02-22,1253.0,3000-metres,middlelong,male,senior,3000-metres,track,451.9,POL,20.0,2022
236,7:31.93,,Stewart MCSWEYN,1995-06-01,AUS,4,"Olympiastadion, Stockholm (SWE)",2022-06-30,1227.0,3000-metres,middlelong,male,senior,3000-metres,track,451.93,SWE,27.0,2022
237,7:31.94,,Kenenisa BEKELE,1982-06-13,ETH,1,"International Stadium, Gateshead (GBR)",2008-08-31,1227.0,3000-metres,middlelong,male,senior,3000-metres,track,451.94,GBR,26.0,2008
238,7:31.96,,Mohammed AHMED,1991-01-05,CAN,6,"Stadion Śląski, Chorzów (POL)",2024-08-25,1227.0,3000-metres,middlelong,male,senior,3000-metres,track,451.96,POL,33.0,2024
238,7:31.96,,Daniel KOMEN,1976-05-17,KEN,1,Athina (GRE),2000-06-28,1227.0,3000-metres,middlelong,male,senior,3000-metres,track,451.96,GRE,24.0,2000
240,7:31.97,,Sam ATKIN,1993-03-14,GBR,2f1,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",2023-01-27,1253.0,3000-metres,middlelong,male,senior,3000-metres,track,451.97,USA,29.0,2023
241,7:31.98,,Brahim LAHLAFI,1968-04-15,MAR,2,"Olympiastadion, Berlin (GER)",2000-09-01,1227.0,3000-metres,middlelong,male,senior,3000-metres,track,451.98,GER,32.0,2000
241,7:31.98,,Daniel Kipchirchir KOMEN,1984-11-27,KEN,3,"FBK Stadium, Hengelo (NED)",2005-05-29,1227.0,3000-metres,middlelong,male,senior,3000-metres,track,451.98,NED,20.0,2005
243,7:32.01,,Augustine Kiprono CHOGE,1987-01-21,KEN,1,Doha (QAT),2008-05-09,1226.0,3000-metres,middlelong,male,senior,3000-metres,track,452.01,QAT,21.0,2008
243,7:32.01,,Thomas Pkemei LONGOSIWA,1982-01-14,KEN,2,"Suhaim bin Hamad Stadium, Doha (QAT)",2013-05-10,1226.0,3000-metres,middlelong,male,senior,3000-metres,track,452.01,QAT,31.0,2013
243,7:32.01,,John Kemboi KIBOWEN,1969-04-21,KEN,3,"Boudewijnstadion, Bruxelles (BEL)",2003-09-05,1226.0,3000-metres,middlelong,male,senior,3000-metres,track,452.01,BEL,34.0,2003
246,7:32.02,,Albert ROP,1992-07-17,BRN,5,"Stade de France, Paris-St-Denis (FRA)",2016-08-27,1226.0,3000-metres,middlelong,male,senior,3000-metres,track,452.02,FRA,24.0,2016
246,7:32.02,,Sammy Alex MUTAHI,1989-06-01,KEN,3,Stockholm (SWE) (i),2010-02-10,1252.0,3000-metres,middlelong,male,senior,3000-metres,track,452.02,SWE,20.0,2010
248,7:32.03,,Eliud KIPCHOGE,1984-11-05,KEN,4,Karlsruhe (GER) (i),2012-02-12,1252.0,3000-metres,middlelong,male,senior,3000-metres,track,452.03,GER,27.0,2012
248,7:32.03,,Moses Ndiema KIPSIRO,1986-09-02,UGA,2,"Stade Louis II, Monaco (MON)",2007-07-25,1226.0,3000-metres,middlelong,male,senior,3000-metres,track,452.03,MON,20.0,2007
250,7:32.05,,Paul BITOK,1970-06-26,KEN,1,Nice (FRA),1996-07-10,1226.0,3000-metres,middlelong,male,senior,3000-metres,track,452.05,FRA,26.0,1996
251,7:32.1h,,Henry RONO,1952-02-12,KEN,1,Oslo (NOR),1978-06-27,1226.0,3000-metres,middlelong,male,senior,3000-metres,track,452.1,NOR,26.0,1978
252,7:32.11,,Paul BITOK,1970-06-26,KEN,1,"Stade Louis II, Monaco (MON)",2001-07-20,1226.0,3000-metres,middlelong,male,senior,3000-metres,track,452.11,MON,31.0,2001
253,7:32.13,,Edwin Cheruiyot SOI,1986-03-03,KEN,2,Doha (QAT),2008-05-09,1226.0,3000-metres,middlelong,male,senior,3000-metres,track,452.13,QAT,22.0,2008
253,7:32.13,,Bernard LAGAT,1974-12-12,USA,1,"Stadio Guidobaldi, Rieti (ITA)",2011-09-10,1226.0,3000-metres,middlelong,male,senior,3000-metres,track,452.13,ITA,36.0,2011
253,7:32.13,,Salah HISSOU,1972-01-16,MAR,4,Nice (FRA),1997-07-16,1226.0,3000-metres,middlelong,male,senior,3000-metres,track,452.13,FRA,25.0,1997
253,7:32.13,,El Hassan LAHSSINI,1975-01-01,MAR,6,"Stade Louis II, Monaco (MON)",1999-08-04,1226.0,3000-metres,middlelong,male,senior,3000-metres,track,452.13,MON,24.0,1999
257,7:32.16,,John Kemboi CHERUIYOT,1990-07-05,KEN,2,"Mestský Stadion, Ostrava (CZE)",2010-05-27,1225.0,3000-metres,middlelong,male,senior,3000-metres,track,452.16,CZE,19.0,2010
258,7:32.17,,Selemon BAREGA,2000-01-20,ETH,1,"Bislett Stadion, Oslo (NOR)",2019-06-13,1225.0,3000-metres,middlelong,male,senior,3000-metres,track,452.17,NOR,19.0,2019
10,7:32.17,,Selemon BAREGA,2000-01-20,ETH,1,"Bislett Stadion, Oslo (NOR)",2019-06-13,1225.0,3000-metres,middlelong,male,u20,3000-metres,track,452.17,NOR,19.0,2019
259,7:32.19,,Craig MOTTRAM,1980-06-18,AUS,1,"Olympic Stadium, Athina (GRE)",2006-09-17,1225.0,3000-metres,middlelong,male,senior,3000-metres,track,452.19,GRE,26.0,2006
