rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat,normalized_discipline,track_field,mark_numeric,venue_country,age_at_event,season
910,42.91,,Florida,,USA,1sf1,"Eugene, OR (USA)",2017-06-08,1182,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.91,USA,,2017
910,42.91,,Trinidad and Tobago,,TTO,4h2,"Olympic Stadium, London (GBR)",2017-08-12,1182,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.91,GBR,,2017
910,42.91,,North Carolina A&T,,INT,1f1,"Percy Beard Track, Gainesville, FL (USA)",2022-04-02,1182,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.91,USA,,2022
910,42.91,,Kentucky,,USA,1,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",2022-04-23,1182,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.91,USA,,2022
910,42.91,,Oregon,,INT,1f2,"Hayward Field, Eugene, OR (USA)",2022-05-15,1182,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.91,USA,,2022
910,42.91,,Switzerland,,SUI,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",2022-08-26,1182,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.91,SUI,,2022
910,42.91,,Switzerland,,SUI,1,"Ergilio Hato Stadion, Willemstad (AHO)",2024-04-28,1182,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.91,AHO,,2024
910,42.91,,Brazil,,BRA,7,"Olympic Stadium, London (GBR)",2012-08-10,1182,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.91,GBR,,2012
910,42.91,,Great Britain & NI,,GBR,1,"Gainesville, FL (USA)",2014-04-19,1182,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.91,USA,,2014
910,42.91,,Oregon,,USA,3,"Eugene, OR (USA)",2016-06-11,1182,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.91,USA,,2016
910,42.91,,Africa,,INT,4,"SGJ, Johannesburg (RSA)",1998-09-13,1182,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.91,RSA,,1998
910,42.91,,US All-Stars,,USA,1,"Lawrence, KS (USA)",2006-04-22,1182,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.91,USA,,2006
910,42.91,,Russia,,RUS,2,"Stade Charléty, Paris (FRA)",1999-06-19,1182,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.91,FRA,,1999
910,42.91,,Texas A&M,,INT,2,"Austin, TX (USA)",2009-04-04,1182,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.91,USA,,2009
925,42.92,,German Democratic Republic,,GDR,1h2,"Olympic Stadium, Seoul (KOR)",1988-09-30,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.92,KOR,,1988
925,42.92,,Great Britain & NI B,,GBR,4,"Olympic Stadium, London (GBR)",2023-07-23,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.92,GBR,,2023
925,42.92,,LSU,,INT,1f2,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2023-05-13,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.92,USA,,2023
925,42.92,,Italy,,ITA,8,"Hayward Field, Eugene, OR (USA)",2022-07-23,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.92,USA,,2022
925,42.92,,Great Britain & NI,,GBR,2,"International Stadium, Gateshead (GBR)",2021-07-13,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.92,GBR,,2021
925,42.92,,North Carolina A&T,,USA,2h2,"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2021-05-29,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.92,USA,,2021
925,42.92,,Pure Athletics,,INT,1f1,"Gainesville, FL (USA)",2019-03-30,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.92,USA,,2019
925,42.92,,France,,FRA,5h1,"Olympic Stadium, London (GBR)",2017-08-12,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.92,GBR,,2017
925,42.92,,Kazakhstan,,KAZ,1,Almaty (KAZ),2016-07-04,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.92,KAZ,,2016
925,42.92,,Texas A&M,,USA,1h1,"Eugene, OR (USA)",2016-06-09,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.92,USA,,2016
925,42.92,,Brazil,,BRA,6f1,"T. Robinson Stadium, Nassau (BAH)",2015-05-03,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.92,BAH,,2015
925,42.92,,Brazil,,BRA,1,São Paulo (BRA),2014-08-03,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.92,BRA,,2014
925,42.92,,Nigeria,,NGR,2,"Hampden Park, Glasgow (GBR)",2014-08-02,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.92,GBR,,2014
925,42.92,,Germany,,GER,3h1,"T. Robinson Stadium, Nassau (BAH)",2014-05-24,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.92,BAH,,2014
925,42.92,,TC Management,,USA,2,"Walnut, CA (USA)",2012-04-21,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.92,USA,,2012
925,42.92,,Brazil,,BRA,3h1,"DS, Daegu (KOR)",2011-09-04,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.92,KOR,,2011
925,42.92,,Stars & Stripes,,USA,1,"Crystal Palace, London (GBR)",2011-08-05,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.92,GBR,,2011
925,42.92,,Great Britain & NI,,GBR,21,"Tianhe Sports Center, Guangzhou (CHN)",2025-05-10,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.92,CHN,,2025
925,42.92,,Great Britain & NI U23,,GBR,1,"Fana Stadion, Bergen (NOR)",2025-07-20,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.92,NOR,,2025
925,42.92,,Texas A&M,,USA,2sf3,"Hayward Field, Eugene, OR (USA)",2025-06-12,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.92,USA,,2025
925,42.92,,United States,,USA,1h4,"Olympic Stadium, Sydney (AUS)",2000-09-29,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.92,AUS,,2000
925,42.92,,Germany,,GER,1h1,"Commonwealth Stadium, Edmonton (CAN)",2001-08-11,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.92,CAN,,2001
925,42.92,,Louisiana State,,INT,1,"Philadelphia, PA (USA)",2004-04-23,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.92,USA,,2004
925,42.92,,United States Red,,USA,2,"Walnut, CA (USA)",2008-04-20,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.92,USA,,2008
925,42.92,,Belgium,,BEL,1h1,"National Stadium, Beijing (CHN)",2008-08-21,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.92,CHN,,2008
925,42.92,,PR of China,,CHN,5sf2,"Olympic Stadium, Athina (GRE)",1997-08-08,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.92,GRE,,1997
925,42.92,,Africa,,NGR,1,"Crystal Palace, London (GBR)",1994-09-11,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.92,GBR,,1994
952,42.93,,United States,,USA,1,Osaka (JPN),2007-05-05,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.93,JPN,,2007
952,42.93,,Switzerland,,SUI,4,"Letzigrund, Zürich (SUI)",2017-08-24,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.93,SUI,,2017
952,42.93,,Nigeria,,NGR,5,"DS, Daegu (KOR)",2011-09-04,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.93,KOR,,2011
952,42.93,,United States U23,,USA,1,San Salvador (ESA),2016-07-16,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.93,ESA,,2016
952,42.93,,Florida,,USA,1f1,"Jacksonville, FL (USA)",2015-05-30,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.93,USA,,2015
952,42.93,,Russia,,RUS,5,"Luzhniki Stadion, Moskva (RUS)",2013-08-18,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.93,RUS,,2013
952,42.93,,Liberia,,LBR,1h1,"Stade Omnisport de JAPOMA, Douala (CMR)",2024-06-23,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.93,CMR,,2024
952,42.93,,Florida State,,INT,1sf1,"Hayward Field, Eugene, OR (USA)",2025-06-12,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.93,USA,,2025
952,42.93,,Formula Kersee,,USA,2f2,"Hilmer Lodge Stadium, Walnut, CA (USA)",2024-04-20,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.93,USA,,2024
952,42.93,,Germany,,GER,4f1,"The Bahamas National Stadium, Nassau (BAH)",2024-05-05,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.93,BAH,,2024
952,42.93,,Georgia,,USA,2sf1,"Mike A. Myers Stadium, Austin, TX (USA)",2023-06-08,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.93,USA,,2023
952,42.93,,Kentucky,,INT,2f2,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2023-05-13,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.93,USA,,2023
952,42.93,,Oregon,,INT,1,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",2022-04-30,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.93,USA,,2022
952,42.93,,PR of China,,CHN,4h1,"Hayward Field, Eugene, OR (USA)",2022-07-22,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.93,USA,,2022
952,42.93,,LSU,,USA,1,"Fayetteville, AR (USA)",2019-05-11,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.93,USA,,2019
952,42.93,,USC,,USA,1f2,"Torrance, CA (USA)",2019-04-20,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.93,USA,,2019
952,42.93,,Jamaica - MVP,,JAM,5,"Letzigrund, Zürich (SUI)",2019-08-29,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.93,SUI,,2019
952,42.93,,France,,FRA,4,"Stade Olympique de la Pontaise, Lausanne (SUI)",2019-07-05,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.93,SUI,,2019
952,42.93,,Asia-Pacific,,UND,3,Ostrava (CZE),2018-09-08,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.93,CZE,,2018
952,42.93,,Oregon,,USA,2f2,"Torrance, CA (USA)",2018-04-21,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.93,USA,,2018
952,42.93,,Russia,,RUS,2,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",2004-06-19,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.93,POL,,2004
952,42.93,,Bulgaria,,BUL,4,"Olympiastadion, Helsinki (FIN)",1983-08-10,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.93,FIN,,1983
952,42.93,,Russia,,RUS,2,Lille (FRA),1998-07-11,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.93,FRA,,1998
952,42.93,,Texas A&M,,USA,1h2,"Fayetteville, AR (USA)",2009-06-10,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.93,USA,,2009
952,42.93,,Texas A&M,,USA,2,"Des Moines, IA (USA)",2011-06-11,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.93,USA,,2011
952,42.93,,United States Red,,USA,1,"Walnut, CA (USA)",2006-04-15,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.93,USA,,2006
952,42.93,,Germany,,GER,1,Dortmund (GER),2001-06-09,1181,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.93,GER,,2001
979,42.94,,Jamaica U20,,JAM,1,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",2021-08-22,1180,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.94,KEN,,2021
979,42.94,,Texas A&M,,INT,2f2,"Tuscaloosa, AL (USA)",2016-05-14,1180,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.94,USA,,2016
979,42.94,,Trinidad and Tobago,,TTO,3,"Letzigrund, Zürich (SUI)",2015-09-03,1180,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.94,SUI,,2015
979,42.94,,Brazil,,BRA,1h3,"T. Robinson Stadium, Nassau (BAH)",2015-05-03,1180,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.94,BAH,,2015
979,42.94,,Oregon,,INT,1h2,"Cushing Stadium, College Station, TX (USA)",2021-05-29,1180,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.94,USA,,2021
979,42.94,,Alabama,,INT,2f2,"Cushing Stadium, College Station, TX (USA)",2021-05-15,1180,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.94,USA,,2021
979,42.94,,PR of China,,CHN,3,London (GBR),2018-07-15,1180,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.94,GBR,,2018
979,42.94,,United States,,USA,3f2,"Torrance, CA (USA)",2018-04-21,1180,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.94,USA,,2018
979,42.94,,Trinidad and Tobago,,TTO,1,Port-of-Spain (TTO),2017-06-25,1180,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.94,TTO,,2017
979,42.94,,Germany,,GER,1h1,"Olympiastadion, Helsinki (FIN)",1994-08-13,1180,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.94,FIN,,1994
979,42.94,,Belarus,,BLR,5,"Olympic Stadium, Athina (GRE)",2004-08-27,1180,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.94,GRE,,2004
979,42.94,,Texas A&M,,USA,1,"Percy Beard Track, Gainesville, FL (USA)",2025-04-05,1180,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.94,USA,,2025
979,42.94,,Australia,,AUS,1,"ES Marks Athletics Field, Sydney (AUS)",2024-03-23,1180,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.94,AUS,,2024
979,42.94,,Switzerland,,SUI,2,"Letzigrund, Zürich (SUI)",2023-08-31,1180,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.94,SUI,,2023
979,42.94,,Georgia,,USA,1f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2023-04-29,1180,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.94,USA,,2023
979,42.94,,PR of China,,CHN,6h2,"National Stadium, Tokyo (JPN)",2025-09-20,1180,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.94,JPN,,2025
1,42.94,,Jamaica U20,,JAM,1,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",2021-08-22,1180,4x100-metres-relay,relays,female,u18,4x100-metres-relay,track,42.94,KEN,,2021
979,42.94,,Jamaica,,JAM,2,"Philadelphia, PA (USA)",2010-04-24,1180,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.94,USA,,2010
979,42.94,,Louisiana State,,INT,2,"Sacramento, CA (USA)",2006-06-09,1180,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.94,USA,,2006
4,42.94,,Jamaica U20,,JAM,1,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",2021-08-22,1180,4x100-metres-relay,relays,female,u20,4x100-metres-relay,track,42.94,KEN,,2021
979,42.94,,Canada,,CAN,2h1,"T. Robinson Stadium, Nassau (BAH)",2015-05-03,1180,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.94,BAH,,2015
979,42.94,,Switzerland,,SUI,3,"Stade Olympique de la Pontaise, Lausanne (SUI)",2014-07-03,1180,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.94,SUI,,2014
979,42.94,,Russia,,RUS,3h3,"Luzhniki Stadion, Moskva (RUS)",2013-08-18,1180,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.94,RUS,,2013
979,42.94,,Louisiana State,,INT,1h2,"Des Moines, IA (USA)",2011-06-08,1180,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.94,USA,,2011
979,42.94,,South Florida,,USA,1f2,"Coral Gables, FL (USA)",2011-04-16,1180,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.94,USA,,2011
1002,42.95,,Florida,,USA,1,"Eugene, OR (USA)",2015-06-13,1180,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.95,USA,,2015
1002,42.95,,Jamaica,,JAM,2f1,"T. Robinson Stadium, Nassau (BAH)",2017-04-23,1180,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.95,BAH,,2017
1002,42.95,,University of Texas,,USA,1,"Boise, ID (USA)",1999-06-04,1180,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.95,USA,,1999
1002,42.95,,Kentucky,,USA,1h1,"Billy Hayes T& F Complex, Bloomington, IN (USA)",2022-05-28,1180,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.95,USA,,2022
1002,42.95,,North Carolina A&T,,USA,2sf1,"Austin, TX (USA)",2019-06-06,1180,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.95,USA,,2019
1002,42.95,,Oregon,,USA,1h3,"Eugene, OR (USA)",2018-06-07,1180,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.95,USA,,2018
1002,42.95,,Spain,,ESP,2h1,"Olympiastadion, München (GER)",2022-08-19,1180,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.95,GER,,2022
1002,42.95,,Texas Tech,,INT,2sf1,"Hayward Field, Eugene, OR (USA)",2024-06-06,1180,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.95,USA,,2024
1002,42.95,,France,,FRA,1f2,Montauban (FRA),2000-08-15,1180,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.95,FRA,,2000
1002,42.95,,Texas A&M,,USA,4,"Eugene, OR (USA)",2016-06-11,1180,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.95,USA,,2016
1002,42.95,,United States,,USA,1,"Olympiastadion, Berlin (GER)",2000-09-01,1180,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.95,GER,,2000
1002,42.95,,World All-Stars,,INT,1,"Queensland Sport and Athletics Centre, Nathan, Brisbane (AUS)",2001-09-07,1180,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.95,AUS,,2001
1002,42.95,,Great Britain & NI,,GBR,2,"Parc des Sports, Annecy (FRA)",2008-06-21,1180,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.95,FRA,,2008
1002,42.95,,Pure Athletics,,INT,1,"Coral Gables, FL (USA)",2010-04-10,1180,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.95,USA,,2010
1002,42.95,,Netherlands,,NED,1f2,"Eintracht-Stadion, Braunschweig (GER)",2014-06-21,1180,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.95,GER,,2014
1002,42.95,,German Democratic Republic,,GDR,2,"Olympiastadion, München (GER)",1972-09-10,1180,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.95,GER,,1972
1018,42.96,,United States,,USA,1h1,"T. Robinson Stadium, Nassau (BAH)",2017-04-23,1179,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.96,BAH,,2017
1018,42.96,,Spain,,ESP,6h1,"Nemzeti Atlétikai Központ, Budapest (HUN)",2023-08-25,1179,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.96,HUN,,2023
1018,42.96,,Russia,,RUS,2,"Olympiastadion, Helsinki (FIN)",1994-08-13,1179,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.96,FIN,,1994
1018,42.96,,Jamaica,,JAM,1,"Philadelphia, PA (USA)",2002-04-27,1179,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.96,USA,,2002
1018,42.96,,German Democratic Republic,,GDR,1h1,"Stadio Olimpico, Roma (ITA)",1987-09-05,1179,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.96,ITA,,1987
1018,42.96,,Great Britain & NI,,GBR,4,"Stade Olympique de la Pontaise, Lausanne (SUI)",2014-07-03,1179,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.96,SUI,,2014
1018,42.96,,Kersee All-Stars,,USA,2,"Walnut, CA (USA)",2013-04-20,1179,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.96,USA,,2013
1018,42.96,,Germany,,GER,1h2,"Olympiastadion, Berlin (GER)",2009-08-22,1179,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.96,GER,,2009
1018,42.96,,USC,,INT,3,"Sacramento, CA (USA)",2006-06-09,1179,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.96,USA,,2006
1018,42.96,,Ukraine,,UKR,,Kyiv (UKR),2003-07-06,1179,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.96,UKR,,2003
1028,42.97,,Brazil,,BRA,1,Bogotá (COL),2004-07-10,1179,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.97,COL,,2004
1028,42.97,,France,,FRA,1,"International Stadium, Gateshead (GBR)",2000-07-15,1179,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.97,GBR,,2000
1028,42.97,,Germany,,GER,1,Dortmund (GER),1998-06-07,1179,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.97,GER,,1998
1028,42.97,,Ukraine,,URS,1,Tashkent (UZB),1986-09-16,1179,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.97,UZB,,1986
1028,42.97,,United States,,USA,1,Bruxelles (BEL),1988-08-19,1179,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.97,BEL,,1988
1028,42.97,,United States U23,,USA,1,Queretaro (MEX),2019-07-06,1179,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.97,MEX,,2019
1028,42.97,,Louisiana State,,USA,1h5,"Austin, TX (USA)",2018-03-30,1179,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.97,USA,,2018
1028,42.97,,Florida A&M,,USA,2f2,"Gainesville, FL (USA)",2017-04-01,1179,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.97,USA,,2017
1028,42.97,,Great Britain & NI,,GBR,1f1,Genève (SUI),2016-06-11,1179,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.97,SUI,,2016
1028,42.97,,Speed Elite,,INT,1,"Austin, TX (USA)",2013-03-30,1179,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.97,USA,,2013
1028,42.97,,Texas A&M,,USA,1f2,"Lubbock, TX (USA)",2009-05-17,1179,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.97,USA,,2009
1028,42.97,,South Florida Elite,,INT,1,"Coral Gables, FL (USA)",2008-04-12,1179,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.97,USA,,2008
1028,42.97,,Texas A&M,,INT,1,"Austin, TX (USA)",2008-04-05,1179,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.97,USA,,2008
1028,42.97,,Texas,,INT,3sf2,"Hayward Field, Eugene, OR (USA)",2024-06-06,1179,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.97,USA,,2024
1028,42.97,,TCU,,USA,2sf1,"Hayward Field, Eugene, OR (USA)",2025-06-12,1179,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.97,USA,,2025
1028,42.97,,TCU,,USA,4,"Hayward Field, Eugene, OR (USA)",2025-06-14,1179,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.97,USA,,2025
1028,42.97,,LSU,,INT,2,"Mike A. Myers Stadium, Austin, TX (USA)",2022-03-26,1179,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.97,USA,,2022
1028,42.97,,Poland,,POL,2f1,"Stadion Śląski, Chorzów (POL)",2023-06-24,1179,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.97,POL,,2023
1028,42.97,,Alabama,,INT,1h3,"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2021-05-29,1179,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.97,USA,,2021
1028,42.97,,Oregon,,INT,1,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",2021-05-01,1179,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.97,USA,,2021
1028,42.97,,USC,,USA,1h2,"Eugene, OR (USA)",2018-06-07,1179,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.97,USA,,2018
1028,42.97,,Russia,,RUS,5,"Yanmar Stadium Nagai, Osaka (JPN)",2007-09-01,1179,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.97,JPN,,2007
1028,42.97,,Jamaica,,JAM,2h2,"Olympiastadion, Helsinki (FIN)",2005-08-12,1179,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.97,FIN,,2005
1028,42.97,,United States Blue,,USA,2,Helsinki (FIN),2005-07-25,1179,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.97,FIN,,2005
1028,42.97,,MTG Mannheim,,GER,1f4,Erfurt (GER),2017-07-09,1179,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.97,GER,,2017
1028,42.97,,Federal Republic of Germany,,FRG,2h2,"Olympiastadion, München (GER)",1972-09-09,1179,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.97,GER,,1972
1028,42.97,,Brazil,,BRA,2,"Stade Olympique de la Pontaise, Lausanne (SUI)",2017-07-06,1179,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.97,SUI,,2017
1055,42.98,,NIKE,,INT,1,Stockholm (SWE),2006-07-25,1179,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.98,SWE,,2006
1055,42.98,,Canada,,CAN,2h1,"CIBC, Toronto (CAN)",2015-07-24,1179,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.98,CAN,,2015
1055,42.98,,France,,FRA,3h2,"Olympic Stadium, Athina (GRE)",2004-08-26,1179,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.98,GRE,,2004
1055,42.98,,Czechoslovakia,,TCH,1,Zürich (SUI),1982-08-18,1179,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.98,SUI,,1982
1055,42.98,,Switzerland,,SUI,3h1,"Letzigrund, Zürich (SUI)",2014-08-16,1179,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.98,SUI,,2014
1055,42.98,,Italy,,ITA,7,"Khalifa International Stadium, Doha (QAT)",2019-10-05,1179,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.98,QAT,,2019
1055,42.98,,Germany,,GER,6,"Nemzeti Atlétikai Központ, Budapest (HUN)",2023-08-26,1179,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.98,HUN,,2023
